tinyId,permissibleValue,valueMeaningDefinition,conceptId,conceptSource,valueMeaningName,codeSystemName,valueMeaningCode,codeSystemVersion
Q1zRARuaTL,4,4,NA,NA,4,NA,NA,NA
Q1ZRvRO6aU,1,1,NA,NA,1,NA,NA,NA
Q1ZSgzupaU,5,5,NA,NA,5,NA,NA,NA
Q1ZTbfdapL,5,5,NA,NA,5,NA,NA,NA
Q1ZuxiKaaL,5,5,NA,NA,5,NA,NA,NA
Q1zWXOaTL,5,5,NA,NA,5,NA,NA,NA
Q1zzcM2IrJD,2,NA,NA,NA,2,NA,NA,NA
q2dsQYmvj2,5,NA,NA,NA,5,NA,NA,NA
Q2OSpWYjQ09,8,8,NA,NA,8,NA,NA,NA
q2pNhPG6ODE,4,4,NA,NA,4,NA,NA,NA
q2uY9_eSxG,2,2,NA,NA,2,NA,NA,NA
q39F27yKsAQ,4,4,NA,NA,4,NA,NA,NA
q39GE2CsA7u,4,4,NA,NA,4,NA,NA,NA
Q3esffzXKSN,3,3,NA,NA,3,NA,NA,NA
q3Yo1BpX5S5,5,5,NA,NA,5,NA,NA,NA
Q48ZzhBQfUY,11,11,NA,NA,11,NA,NA,NA
q4kTZb7Ls,2,NA,NA,NA,2,2,2,NA
Q57SYATfbwn,3,3,NA,NA,3,NA,NA,NA
Q5AUek13oYc,3,3,NA,NA,3,NA,NA,NA
q5EfO_aUbOJ,3,3,NA,NA,3,NA,NA,NA
q5jP1t7I5,8,NA,NA,NA,8,NA,NA,NA
q5pb6Aqy6bW,11,2,NA,NA,2,NA,NA,NA
Q5S4pY16n,2,2,NA,NA,2,NA,NA,NA
q5v5ftkuk,11,11,NA,NA,11,NA,NA,NA
q6DhJ_PN5AU,7,7,NA,NA,7,NA,NA,NA
q76tdUeLf_,2,NA,NA,NA,2,NA,NA,NA
q7bgIwebNJ,5,NA,NA,NA,5,NA,NA,NA
Q7Y2XWwVh1a,5,5,NA,NA,5,NA,NA,NA
Q8aSE67_qA0,3,3,NA,NA,3,NA,NA,NA
Q8eUzJ7tG92,5,5,NA,NA,5,NA,NA,NA
Q8oleNkK1T,5,NA,NA,NA,5,NA,NA,NA
q8PDtOFW85,2,NA,NA,NA,2,NA,NA,NA
q8prEs91nyH,2,2,NA,NA,2,NA,NA,NA
Q9A0YNZ88FC,5,5,NA,NA,5,NA,NA,NA
qa88ZETbva,5,NA,NA,NA,5,NA,NA,NA
QAAEsHRkVCH,2,2,NA,NA,2,NA,NA,NA
QAc2RYh_EMx,5,5,NA,NA,5,NA,NA,NA
QAeFTrNbcW,3,3,NA,NA,3,NA,NA,NA
QAfzD2N_TBY,3,3,NA,NA,3,NA,NA,NA
qaO09ne7A8h,3,3,NA,NA,3,NA,NA,NA
QAOei91kM,4,NA,NA,NA,4,4,4,NA
QaTBJkElxy,2,NA,NA,NA,2,NA,NA,NA
QAVCf0RX41q,2,2,NA,NA,2,NA,NA,NA
qb3DmTpSkQJ,2,2,NA,NA,2,NA,NA,NA
QbPmjVfOnjT,5,5,NA,NA,5,NA,NA,NA
QbVDfMHYYBv,5,5,NA,NA,5,NA,NA,NA
QC2YBcOAKkB,3,3,NA,NA,3,NA,NA,NA
Qc76XO7yN4A,3,3,NA,NA,3,NA,NA,NA
QCAvQOuEKuT,3,3,NA,NA,3,NA,NA,NA
qChvghKjssp,8,8,NA,NA,8,NA,NA,NA
QclRiL8M69,8,NA,NA,NA,8,NA,NA,NA
QCv_ONqx6oC,2,2,NA,NA,2,NA,NA,NA
qCvtx0FczWU,2,2,NA,NA,2,NA,NA,NA
QcZhaWOA0A0,3,3,NA,NA,3,NA,NA,NA
qD2xEZxCr1U,2,2,NA,NA,2,NA,NA,NA
Qd6zDrg52_J,5,5,NA,NA,5,NA,NA,NA
qD73CLUhZ,3,NA,NA,NA,3,NA,NA,NA
qdbRZ8ejCHJ,4,4,NA,NA,4,NA,NA,NA
qdCa4tGRJWU,11,11,NA,NA,11,NA,NA,NA
QDfAFAXg4CN,2,2,NA,NA,2,NA,NA,NA
qDReTdbV,3,3,NA,NA,3,NA,NA,NA
qdudSkaMuEC,3,3,NA,NA,3,NA,NA,NA
qdxcg55LZq,3,NA,NA,NA,3,NA,NA,NA
QdzMw_NHvUt,6,6,NA,NA,6,NA,NA,NA
qdZSBiNKGN,2,NA,NA,NA,2,NA,NA,NA
qEfqne4Zu7W,4,4,NA,NA,4,NA,NA,NA
QegWMe8Z8,3,3,NA,NA,3,NA,NA,NA
qem6V84wB4K,8,8,NA,NA,8,NA,NA,NA
Qf7YSfbCBk4,6,6,NA,NA,6,NA,NA,NA
QfK7rRqMr2,6,NA,NA,NA,6,NA,NA,NA
qFLPFpjKeA,2,2,NA,NA,2,NA,NA,NA
qFVrFAJspPg,4,4,NA,NA,4,NA,NA,NA
Qg22H9fNteo,6,6,NA,NA,6,NA,NA,NA
qGE21qQqoGH,2,2,NA,NA,2,NA,NA,NA
QgHtjK54pE1,6,6,NA,NA,6,NA,NA,NA
qgL_zPqa,16,NA,NA,NA,16,NA,NA,NA
QgqEi6Kue,2,NA,NA,NA,2,NA,NA,NA
qGV4s68QRU4,4,4,NA,NA,4,NA,NA,NA
Qh_xRsu7k1K,2,2,NA,NA,2,NA,NA,NA
qH0rGOKP7E,5,5,NA,NA,5,NA,NA,NA
qhC4uHZUz,3,NA,NA,NA,3,NA,NA,NA
QHeyuOwJNBD,5,5,NA,NA,5,NA,NA,NA
QhMPW9klbV,44,NA,NA,NA,44,NA,NA,NA
qHn2qJRXiA,4,NA,NA,NA,4,NA,NA,NA
QHpohZV3kV,3,NA,NA,NA,3,NA,NA,NA
qHQAZRSJHJ,5,NA,NA,NA,5,NA,NA,NA
qHRdYPuDKHJ,8,8,NA,NA,8,NA,NA,NA
QHZV_BwjfVW,2,2,NA,NA,2,NA,NA,NA
qieRB4328M,2,2,NA,NA,2,NA,NA,NA
qig5je_eP,2,2,NA,NA,2,NA,NA,NA
qIHIxqVDd,2,NA,NA,NA,2,NA,NA,NA
QiHo9xp6b,8,8,NA,NA,8,NA,NA,NA
qiWyILmcdq,2,2,NA,NA,2,NA,NA,NA
QJ__3dQgHRz,3,3,NA,NA,3,NA,NA,NA
QJ__FCX9R5Q,2,2,NA,NA,2,NA,NA,NA
QJ__l_dZbnOx,5,5,NA,NA,5,NA,NA,NA
QJ_6dJ_h1Qx,5,NA,NA,NA,5,5,5,NA
QJ_6xiOTaL,4,4,NA,NA,4,NA,NA,NA
QJ_7_YJd2kQl,6,NA,NA,NA,6,NA,NA,NA
QJ_ahzsp6I,4,4,NA,NA,4,NA,NA,NA
QJ_bIPcjnsg,5,NA,NA,NA,5,5,5,NA
QJ_bouap8,6,6,NA,NA,6,NA,NA,NA
QJ_DuGO6TI,6,6,NA,NA,6,NA,NA,NA
QJ_e9AuCirz,10,NA,NA,NA,10,10,10,NA
QJ_eC1Xq0qm,18,18,NA,NA,18,NA,NA,NA
QJ_el0v_b2dg,5,5,NA,NA,5,NA,NA,NA
QJ_ex2L90cX,5,5,NA,NA,5,NA,NA,NA
QJ_F9i2oe,3,NA,NA,NA,3,3,3,NA
QJ_gXcVcC9Q,7,7,NA,NA,7,NA,NA,NA
QJ_I6p9p6U,5,5,NA,NA,5,NA,NA,NA
QJ_kQzdT68,5,5,NA,NA,5,NA,NA,NA
QJ_li9v5RcQ,3,3,NA,NA,3,NA,NA,NA
QJ_RKF6aL,5,5,NA,NA,5,NA,NA,NA
QJ_TeYJd317x,5,NA,NA,NA,5,5,5,NA
QJ_VPqT07m,5,NA,NA,NA,5,NA,NA,NA
QJ_WC_XgBAf,2,2,NA,NA,2,NA,NA,NA
QJ_Wvtqonox,3,NA,NA,NA,3,3,3,NA
QJ_XlbuZb2dx,5,5,NA,NA,5,NA,NA,NA
QJ_y3_q6TU,3,3,NA,NA,3,NA,NA,NA
QJ_y5S5brU,3,NA,NA,NA,3,3,3,NA
QJ_Yk_21Qx,5,NA,NA,NA,5,5,5,NA
QJ0HOydhkmx,5,NA,NA,NA,5,5,5,NA
QJ0Jh5o3ie,5,NA,NA,NA,5,5,5,NA
QJ0mLXxSAG,2,2,NA,NA,2,NA,NA,NA
QJ0R5cshsx,4,NA,NA,NA,4,4,4,NA
QJ170lQ5Ac7,5,5,NA,NA,5,NA,NA,NA
QJ1bc55j2jg,2,NA,NA,NA,2,2,2,NA
QJ1dKOZZ3ue,5,5,NA,NA,5,NA,NA,NA
QJ1l3j9j3il,4,NA,NA,NA,4,4,4,NA
QJ1mzdaaU,5,5,NA,NA,5,NA,NA,NA
QJ1Qf45orA,8,8,NA,NA,8,NA,NA,NA
QJ1xUPXlH0z,2,2,NA,NA,2,NA,NA,NA
QJ22Pqohjl,4,NA,NA,NA,4,4,4,NA
QJ24Fkdhy7e,5,NA,NA,NA,5,5,5,NA
QJ252qs3ox,4,NA,NA,NA,4,4,4,NA
QJ2CYqo3jg,2,NA,NA,NA,2,2,2,NA
QJ2eDu9i2il,4,NA,NA,NA,4,4,4,NA
QJ2gdKcs2sl,3,NA,NA,NA,3,3,3,NA
QJ2JdZ_3_x,5,5,NA,NA,5,NA,NA,NA
QJ2muqo3sg,2,NA,NA,NA,2,2,2,NA
QJ2UgUN5oBC,11,11,NA,NA,11,NA,NA,NA
QJ2wc5ohix,4,NA,NA,NA,4,4,4,NA
QJ2xd9j2je,5,NA,NA,NA,5,5,5,NA
QJ3Gh1lL2Qz,10,NA,NA,NA,10,10,10,NA
QJ3lk25o3je,5,NA,NA,NA,5,5,5,NA
QJ3lluy_217g,5,NA,NA,NA,5,5,5,NA
QJ3lMh5o2ie,3,NA,NA,NA,3,3,3,NA
QJ3lzoqjhsg,4,NA,NA,NA,4,4,4,NA
QJ3pK960m7,5,NA,NA,NA,5,NA,NA,NA
QJ3s_PZ_hde,5,5,NA,NA,5,NA,NA,NA
QJ3U99inol,3,NA,NA,NA,3,3,3,NA
QJ4bDtpT8,2,2,NA,NA,2,NA,NA,NA
QJ4bv7eSCz,2,2,NA,NA,2,NA,NA,NA
QJ4FzupTU,5,5,NA,NA,5,NA,NA,NA
QJ4qD9p07m,5,NA,NA,NA,5,5,5,NA
QJ4uj5i2je,3,NA,NA,NA,3,3,3,NA
QJ4zwHxjl5b,2,2,NA,NA,2,NA,NA,NA
QJ59EsTaI,5,5,NA,NA,5,NA,NA,NA
QJ5brO7gH0z,5,5,NA,NA,5,NA,NA,NA
QJ5ggOqC9m,3,3,NA,NA,3,NA,NA,NA
QJ5klb45irA,2,2,NA,NA,2,NA,NA,NA
QJ5sLXgr0f,5,5,NA,NA,5,NA,NA,NA
QJ5x2_qj2ig,12,NA,NA,NA,12,12,12,NA
QJ5Zld90qQ,9,9,NA,NA,9,NA,NA,NA
QJ6ls35shol,5,NA,NA,NA,5,5,5,NA
QJ6vRmCyQ,5,NA,NA,NA,5,NA,NA,NA
Qj7Ec1p_A,5,NA,NA,NA,5,5,5,NA
QJ7gqj9s3ox,2,NA,NA,NA,2,2,2,NA
QJ7loM28ByD,3,NA,NA,NA,3,NA,NA,NA
QJ7NMv_Z3de,5,5,NA,NA,5,NA,NA,NA
QJ7qqNRyX,5,NA,NA,NA,5,NA,NA,NA
QJ7x8d6aU,4,4,NA,NA,4,NA,NA,NA
QJ8_IvZW3_x,5,5,NA,NA,5,NA,NA,NA
QJ8gUj9i2se,2,NA,NA,NA,2,2,2,NA
QJ8mxGV5oS0,7,7,NA,NA,7,NA,NA,NA
QJ8x6T71Je,2,2,2,2,2,2,2,NA
QJ9B9ofjV,3,NA,NA,NA,3,NA,NA,NA
QJ9BUNcsH0,3,3,NA,NA,3,NA,NA,NA
QJ9ixFJOhk7x,5,NA,NA,NA,5,1,1,NA
QJ9KFOQkJe,2,2,2,2,2,2,2,NA
QJ9M5cshsl,3,NA,NA,NA,3,3,3,NA
QJ9pltyuhJme,5,NA,NA,NA,5,5,5,NA
QJ9Qbt1d3y7g,5,NA,NA,NA,5,5,5,NA
QJ9sMh8HJP,3,NA,NA,NA,3,NA,NA,NA
QJa555j3jl,2,NA,NA,NA,2,2,2,NA
QJadQxHCf,3,3,NA,NA,3,NA,NA,NA
QJaeM25o3sx,3,NA,NA,NA,3,3,3,NA
QJaFxzV5orC,2,2,NA,NA,2,NA,NA,NA
QJagrv5jnsg,11,NA,NA,NA,11,11,11,NA
qJAHT0NV1QZ,2,2,NA,NA,2,NA,NA,NA
QJaOO5inil,3,NA,NA,NA,3,3,3,NA
QJArscj2il,2,NA,NA,NA,2,2,2,NA
QJaTwqaCm7,5,NA,NA,NA,5,NA,NA,NA
QJB0YY6aI,5,5,NA,NA,5,NA,NA,NA
QJB0ZO6T8,5,5,NA,NA,5,NA,NA,NA
QJB1KXxS0G,2,2,NA,NA,2,NA,NA,NA
QJb9YcTA77,5,NA,NA,NA,5,NA,NA,NA
QJbAIyta6U,3,3,NA,NA,3,NA,NA,NA
QJbcmMu6p8,5,5,NA,NA,5,NA,NA,NA
QJbdkO31Qx,5,NA,NA,NA,5,5,5,NA
QJbDxP_T6U,5,5,NA,NA,5,NA,NA,NA
QJbG3JeI3mG,10,NA,NA,NA,10,10,10,NA
QJbGe8OTp8,4,4,NA,NA,4,NA,NA,NA
QJbgOvqjhse,5,NA,NA,NA,5,5,5,NA
QJbld85i3ol,5,NA,NA,NA,5,5,5,NA
QJBlo99s3se,2,NA,NA,NA,2,2,2,NA
QJbMhWd6a8,5,5,NA,NA,5,NA,NA,NA
QJbMUMu6pL,5,5,NA,NA,5,NA,NA,NA
QJbNCWuapU,5,5,NA,NA,5,NA,NA,NA
QJbnlsd6aL,3,3,NA,NA,3,NA,NA,NA
QJbq9QjpTU,2,2,NA,NA,2,NA,NA,NA
QJBSe_dZZn_g,5,5,NA,NA,5,NA,NA,NA
QJbSliKT6I,11,11,NA,NA,11,NA,NA,NA
QJbuljOa6L,2,2,NA,NA,2,NA,NA,NA
QJbv_ipT8,2,2,NA,NA,2,NA,NA,NA
QJbVbE9iB0,2,2,NA,NA,2,NA,NA,NA
QJbWa_d6pI,5,5,NA,NA,5,NA,NA,NA
QJbWxF1_hyXl,5,NA,NA,NA,5,5,5,NA
QJbxKqaAQQ,5,NA,NA,NA,5,NA,NA,NA
QJbXqr9br8,2,NA,NA,NA,2,2,2,NA
QJC4e7V5ir0,3,3,NA,NA,3,NA,NA,NA
QJcaOJuhJXl,5,NA,NA,NA,5,5,5,NA
QJCB95s3og,3,NA,NA,NA,3,3,3,NA
QJCEIconjl,2,NA,NA,NA,2,2,2,NA
QJCeK55ihix,14,NA,NA,NA,14,14,14,NA
QJCeKyL5C9m,2,2,NA,NA,2,NA,NA,NA
QJCFJubWn_x,6,6,NA,NA,6,NA,NA,NA
QJCg0_7gH0f,2,2,NA,NA,2,NA,NA,NA
QJcJKconjg,7,NA,NA,NA,7,7,7,NA
QJckeb_bZ2de,5,5,NA,NA,5,NA,NA,NA
QJcN_1d3k7e,5,NA,NA,NA,5,5,5,NA
QJCPK9insx,3,NA,NA,NA,3,3,3,NA
QJcRN45orC,2,2,NA,NA,2,NA,NA,NA
QJCSeDP__nOg,5,5,NA,NA,5,NA,NA,NA
QJcxhydqCc7,5,5,NA,NA,5,NA,NA,NA
QJcXOJd31ml,5,NA,NA,NA,5,5,5,NA
QJCybQ50qX,2,2,NA,NA,2,NA,NA,NA
QJD3NVcsrA,5,5,NA,NA,5,NA,NA,NA
QJDA_OapI,5,5,NA,NA,5,NA,NA,NA
QJDbg_V9irR,6,6,NA,NA,6,NA,NA,NA
QJDBqyun1Xg,5,NA,NA,NA,5,5,5,NA
QJDCe49oHC,9,9,NA,NA,9,NA,NA,NA
QJDdd9jhog,2,NA,NA,NA,2,2,2,NA
QJDeDSP9Rq7,3,3,NA,NA,3,NA,NA,NA
QJdflSvZ_2de,5,5,NA,NA,5,NA,NA,NA
QJDGxeQc0qQ,3,3,NA,NA,3,NA,NA,NA
QJdmo5ohsg,2,NA,NA,NA,2,2,2,NA
QJdQxO505X,2,2,NA,NA,2,NA,NA,NA
QJDXlWEqsrR,4,4,NA,NA,4,NA,NA,NA
QJdxq1unyQl,6,NA,NA,NA,6,5,5,NA
QJdxs5s3og,2,NA,NA,NA,2,2,2,NA
QJDYtyOhkXx,6,NA,NA,NA,6,NA,NA,NA
QJDZ5ofiN,4,NA,NA,NA,4,NA,NA,NA
QJe_1_nJml,5,NA,NA,NA,5,5,5,NA
QJe_T4jaT8,5,5,NA,NA,5,NA,NA,NA
QJE_ZDco2oe,7,NA,NA,NA,7,7,7,NA
QJE485o3ix,3,NA,NA,NA,3,3,3,NA
QJE4e_V5sH0,3,3,NA,NA,3,NA,NA,NA
QJeBgHoTa8,5,5,NA,NA,5,NA,NA,NA
QJEbI9conje,4,NA,NA,NA,4,4,4,NA
QJECLQmJ1g,8,8,8,8,8,8,8,NA
QJEeSFcinsx,9,NA,NA,NA,9,9,9,NA
QJeexZVcsrA,2,2,NA,NA,2,NA,NA,NA
QJElC8qs2sl,3,NA,NA,NA,3,3,3,NA
QJelGoqo3ol,2,NA,NA,NA,2,2,2,NA
QJeQGM_p6L,5,5,NA,NA,5,NA,NA,NA
QJeW9n9i3sx,2,NA,NA,NA,2,2,2,NA
QJExhdQgH0f,3,3,NA,NA,3,NA,NA,NA
QJeyb7Oa68,5,5,NA,NA,5,NA,NA,NA
QJeyetJOnJ7e,5,NA,NA,NA,5,5,5,NA
QJeYFfdppU,5,5,NA,NA,5,NA,NA,NA
QJEzx_1uhJQl,5,NA,NA,NA,5,5,5,NA
QJF_Aw7xSCM,4,4,NA,NA,4,NA,NA,NA
QJF0Y_b_3dl,5,5,NA,NA,5,NA,NA,NA
QJFAOyu2kXx,5,NA,NA,NA,5,5,5,NA
QJfay_90q7,10,10,NA,NA,10,NA,NA,NA
QJFgP5jhsl,3,NA,NA,NA,3,3,3,NA
QJFH55inog,3,NA,NA,NA,3,3,3,NA
QJfhYr9bBI,2,NA,NA,NA,2,2,2,NA
QJFl_35s2sx,3,NA,NA,NA,3,3,3,NA
QJfM6UcCqX,5,5,NA,NA,5,NA,NA,NA
QJfnukdnJQl,5,NA,NA,NA,5,5,5,NA
QJfoqBqZrU,4,NA,NA,NA,4,4,4,NA
QJfrY5aRQX,5,NA,NA,NA,5,NA,NA,NA
QJfu_yO3Jml,5,NA,NA,NA,5,5,5,NA
QJfVx_yu2kml,5,NA,NA,NA,5,5,5,NA
QJfxRvQlSCG,5,5,NA,NA,5,NA,NA,NA
QJfyeMuaTI,5,5,NA,NA,5,NA,NA,NA
QJG_HKqjhjg,3,NA,NA,NA,3,3,3,NA
QJG1W_JO3JXx,5,NA,NA,NA,5,5,5,NA
QJG477OpTU,5,5,NA,NA,5,NA,NA,NA
QJG4cNoTaI,7,7,NA,NA,7,NA,NA,NA
QJg7_J_ny7e,5,NA,NA,NA,5,5,5,NA
QJg70KF66U,5,5,NA,NA,5,NA,NA,NA
QJgaNo6TI,5,5,NA,NA,5,NA,NA,NA
QJgb_Yqs2ie,4,NA,NA,NA,4,4,4,NA
QJGBDqa07X,5,NA,NA,NA,5,NA,NA,NA
QJgeN_qs2jx,2,NA,NA,NA,2,2,2,NA
QJGf0JX5AcQ,3,3,NA,NA,3,NA,NA,NA
QJgF5VoT6I,5,5,NA,NA,5,NA,NA,NA
QJgG2cs2sx,3,NA,NA,NA,3,3,3,NA
QJggAqcinog,8,NA,NA,NA,8,8,8,NA
QJgGeYkO2JQg,5,NA,NA,NA,5,5,5,NA
QJGgk2qinig,5,NA,NA,NA,5,5,5,NA
QJgH9BcWrU,3,NA,NA,NA,3,3,3,NA
QJgHC_daaU,5,5,NA,NA,5,NA,NA,NA
QJgI7OYTTU,5,5,NA,NA,5,NA,NA,NA
QJgiTvt6TI,2,2,NA,NA,2,NA,NA,NA
QJGk9iXbyM,7,NA,NA,NA,7,7,7,NA
QJgN7xFp6L,2,2,NA,NA,2,NA,NA,NA
QJGpWuapL,5,5,NA,NA,5,NA,NA,NA
QJgpXzO66L,5,5,NA,NA,5,NA,NA,NA
QJGSeMdpTU,5,5,NA,NA,5,NA,NA,NA
QJgTlzuaaI,5,5,NA,NA,5,NA,NA,NA
QJgTP5aAQm,5,NA,NA,NA,5,NA,NA,NA
QJGuJDjp68,7,7,NA,NA,7,NA,NA,NA
QJgvkFp6L,2,2,NA,NA,2,NA,NA,NA
QJgx_n5insl,4,NA,NA,NA,4,4,4,NA
QJgXed1u2kQg,5,NA,NA,NA,5,5,5,NA
QJGxxx_q0cm,4,4,NA,NA,4,NA,NA,NA
QJgxZuyunyXe,5,NA,NA,NA,5,5,5,NA
QJgyPQgHCG,4,4,NA,NA,4,NA,NA,NA
QJgyubbhdx,5,5,NA,NA,5,NA,NA,NA
QJgYYY7LX8,2,NA,NA,NA,2,2,2,NA
QJgZUYcihig,3,NA,NA,NA,3,3,3,NA
QJGzwFp6U,2,2,NA,NA,2,NA,NA,NA
QJgZyocjhie,2,NA,NA,NA,2,2,2,NA
QJh90_AsHM,2,NA,NA,NA,2,2,2,NA
QJhai5snol,4,NA,NA,NA,4,4,4,NA
QJhB2ci3ig,3,NA,NA,NA,3,3,3,NA
QJheZ3cs3og,3,NA,NA,NA,3,3,3,NA
QJhFdoX1Je,4,4,4,4,4,4,4,NA
QJhg_nqihsl,4,NA,NA,NA,4,4,4,NA
QJhgihcj3sl,2,NA,NA,NA,2,2,2,NA
QJHhcP909Q,3,3,NA,NA,3,NA,NA,NA
QJhKc5j2sl,4,NA,NA,NA,4,4,4,NA
QJHNeUVcsHC,1,1,NA,NA,1,NA,NA,NA
QJHPxK1O2y7l,5,NA,NA,NA,5,5,5,NA
QJHrSv905X,3,3,NA,NA,3,NA,NA,NA
QJHT1xL2mf,128,NA,NA,NA,128,128,128,NA
QJhxmu7xBRM,4,4,NA,NA,4,NA,NA,NA
QJHxscihog,3,NA,NA,NA,3,3,3,NA
QJI3vqj3ix,4,NA,NA,NA,4,4,4,NA
QJi4v5ohoe,7,NA,NA,NA,7,7,7,NA
QJI5qi2og,5,NA,NA,NA,5,5,5,NA
QJI85JOnJXe,5,NA,NA,NA,5,5,5,NA
QJI9JOnJQg,6,NA,NA,NA,6,5,5,NA
QJiBc9shil,3,NA,NA,NA,3,3,3,NA
QJIgPVcorC,4,4,NA,NA,4,NA,NA,NA
QJIK_qa0XQ,5,NA,NA,NA,5,NA,NA,NA
QJIL0eqFG,4,NA,NA,NA,4,4,4,NA
QJiQcJO3kmx,5,NA,NA,NA,5,5,5,NA
QJIU7N9ir0,14,14,NA,NA,14,NA,NA,NA
QJIWX9sQ_1M,16,NA,NA,NA,16,16,16,NA
QJix_aUqC9X,5,5,NA,NA,5,NA,NA,NA
QJjIDXerAz,2,2,NA,NA,2,NA,NA,NA
QJJlp_U5R97,2,2,NA,NA,2,NA,NA,NA
QJjMdkOnkQx,5,NA,NA,NA,5,5,5,NA
QJjNL5jnox,3,NA,NA,NA,3,3,3,NA
QJJWlFy_nyQg,5,NA,NA,NA,5,5,5,NA
QJjYeYJ_3Jme,5,NA,NA,NA,5,5,5,NA
QJJZBdci2je,5,NA,NA,NA,5,5,5,NA
QJJzKozjN,10,NA,NA,NA,10,NA,NA,NA
QjK20zP0g_b,4,4,NA,NA,4,NA,NA,NA
QJK50dT6U,3,3,NA,NA,3,NA,NA,NA
QJK5Vi6TI,5,5,NA,NA,5,NA,NA,NA
QJKg6UQxB0f,6,6,NA,NA,6,NA,NA,NA
QJkgeoqi2se,7,NA,NA,NA,7,7,7,NA
QJkgRMhUSkD,5,NA,NA,NA,5,NA,NA,NA
QJKgUv9jhsl,4,NA,NA,NA,4,4,4,NA
QJKoboap8,3,3,NA,NA,3,NA,NA,NA
QJkWG_csnix,4,NA,NA,NA,4,4,4,NA
QJKxii5s2ol,2,NA,NA,NA,2,2,2,NA
QJKXOk_3k7x,5,NA,NA,NA,5,5,5,NA
QJkYe_J_3yXx,5,NA,NA,NA,5,5,5,NA
QJkZC8qinjg,3,NA,NA,NA,3,3,3,NA
QJl_Roci3se,2,NA,NA,NA,2,2,2,NA
QJL_xnsHWw,2,2,NA,NA,2,NA,NA,NA
QJl0TZ_6pL,5,5,NA,NA,5,NA,NA,NA
QJl2_M_6pI,5,5,NA,NA,5,NA,NA,NA
QJle5qTAmm,5,NA,NA,NA,5,NA,NA,NA
QJLeus5s2ix,3,NA,NA,NA,3,3,3,NA
QJLfbFkuhJXg,5,NA,NA,NA,5,5,5,NA
QJlfxMi6aU,2,2,NA,NA,2,NA,NA,NA
QJlgADqi3sl,2,NA,NA,NA,2,2,2,NA
QJlGDEqiSA,2,2,NA,NA,2,NA,NA,NA
QJlHEQuaa8,5,5,NA,NA,5,NA,NA,NA
QJli_4jap8,5,5,NA,NA,5,NA,NA,NA
QJlLeI4qoB0,11,11,NA,NA,11,NA,NA,NA
QJllVYci2og,3,NA,NA,NA,3,3,3,NA
QJloqshog,4,NA,NA,NA,4,4,4,NA
QJlQl4E5or0,2,2,NA,NA,2,NA,NA,NA
QJLqtcTRQ7,5,NA,NA,NA,5,5,5,NA
QJlQZO1_2k7g,5,NA,NA,NA,5,5,5,NA
QJlRozOT6L,5,5,NA,NA,5,NA,NA,NA
QJlrtf_p6U,5,5,NA,NA,5,NA,NA,NA
QJlUnLiaTI,3,3,NA,NA,3,NA,NA,NA
QJlx90u0iSz,15,NA,NA,NA,15,15,15,NA
QJLxbnqj2sl,3,NA,NA,NA,3,3,3,NA
QJLxxnUqA5X,5,5,NA,NA,5,NA,NA,NA
QJlyxwN9oSA,4,4,NA,NA,4,NA,NA,NA
QJlZ3buaaI,2,2,NA,NA,2,NA,NA,NA
QJM_5nconox,2,NA,NA,NA,2,2,2,NA
QJM_ZDqihjl,7,NA,NA,NA,7,7,7,NA
QJm5W__bhdl,5,5,NA,NA,5,NA,NA,NA
QJM66Uiaa8,2,2,NA,NA,2,NA,NA,NA
QJmboL7xBAM,2,2,NA,NA,2,NA,NA,NA
QJmc1OnyQe,6,NA,NA,NA,6,5,5,NA
QJmDkOhyme,5,NA,NA,NA,5,5,5,NA
QJmenIcjhje,2,NA,NA,NA,2,2,2,NA
QJMFZm_ap8,5,5,NA,NA,5,NA,NA,NA
QJMgYsz71yl,5,5,5,5,5,5,5,NA
QJml1n9onje,5,NA,NA,NA,5,5,5,NA
QJMlh49Ccm,6,6,NA,NA,6,NA,NA,NA
QJMnFouTTI,8,8,NA,NA,8,NA,NA,NA
QJmtK1_21mg,5,NA,NA,NA,5,5,5,NA
QJMVlbdb_n_l,5,5,NA,NA,5,NA,NA,NA
QJmWg_OZbndx,5,5,NA,NA,5,NA,NA,NA
QJmx_Icj3ix,6,NA,NA,NA,6,6,6,NA
QJmx3qv9C9Q,3,3,NA,NA,3,NA,NA,NA
QJmxCM3LS1w,3,NA,NA,NA,3,NA,NA,NA
QJMxrwt6aL,2,2,NA,NA,2,NA,NA,NA
QJmZJ95i3ox,4,NA,NA,NA,4,4,4,NA
QJN_uJ_21Xe,5,NA,NA,NA,5,5,5,NA
QJN0KYTpI,5,5,NA,NA,5,NA,NA,NA
QJn6OJd217l,5,NA,NA,NA,5,5,5,NA
QJnflWOWW2Og,5,5,NA,NA,5,NA,NA,NA
QJNg_Kk_2J7x,5,NA,NA,NA,5,5,5,NA
QJNgOh5s2sg,4,NA,NA,NA,4,4,4,NA
QJnknco2og,5,NA,NA,NA,5,5,5,NA
QJnlL9qjnjl,4,NA,NA,NA,4,4,4,NA
QJnn8F6pL,16,16,NA,NA,16,NA,NA,NA
QJNo0XGlX,7,NA,NA,NA,7,NA,NA,NA
QJnqbS509Q,6,6,NA,NA,6,NA,NA,NA
QJnrdqj2se,5,NA,NA,NA,5,5,5,NA
QJnveOydhJ7e,5,NA,NA,NA,5,5,5,NA
